transformer_id,substation_id,region,total_power_mw,avg_voltage_kv,avg_current_amp,avg_power_mw,avg_frequency_hz,avg_load_percent,avg_power_factor,avg_temperature_c,max_temperature_c,total_energy_generated_mwh,total_energy_consumed_mwh,avg_latency_ms,total_faults,max_risk_score,avg_risk_score,record_count,distinct_anomaly_types,worst_status,status,dominant_anomaly_type
TR-012006,SUB-012,East,391.37,39.9,39.06,1.42,50.01,42.82,0.92,43.02,69.04,502.16,282.93,6.93,5,98,27.08,275,11,Critical,Normal,Generation Drop
TR-027009,SUB-027,North-East,356.36,40.17,37.82,1.38,50.0,42.1,0.92,43.14,59.62,1569.97,448.31,7.35,5,86,27.07,258,11,Critical,Normal,Generation Drop
TR-008015,SUB-008,South,324.07,39.98,38.66,1.4,50.01,42.72,0.92,43.15,64.3,1786.31,-21.92,7.74,4,96,27.05,231,11,Critical,Normal,Generation Drop
TR-017015,SUB-017,North-East,358.79,40.11,38.92,1.42,50.0,42.11,0.92,42.98,67.06,218.47,244.87,8.12,2,97,27.0,253,11,Critical,Normal,Generation Drop
TR-016016,SUB-016,Central,397.6,40.05,39.43,1.44,50.0,43.3,0.92,42.88,56.22,661.98,458.32,7.16,2,87,26.91,276,11,Critical,Normal,Generation Drop
TR-027018,SUB-027,North-East,358.27,40.04,39.36,1.44,50.0,42.92,0.92,42.95,58.83,-206.71,596.12,6.55,2,85,26.88,248,11,Critical,Normal,Generation Drop
TR-018013,SUB-018,North-East,321.98,40.23,38.84,1.43,49.99,42.49,0.93,42.83,63.0,785.94,678.95,7.08,2,98,26.78,225,10,Critical,Normal,Generation Drop
TR-029013,SUB-029,North,360.03,40.02,37.59,1.37,49.99,41.88,0.92,43.06,63.9,332.6,634.38,7.19,0,85,26.75,263,10,Critical,Normal,Generation Drop
TR-024015,SUB-024,North,369.84,40.01,37.69,1.37,50.0,41.8,0.92,43.01,58.51,815.39,413.5,7.44,3,97,26.73,270,10,Critical,Normal,Generation Drop
TR-002006,SUB-002,North,423.45,39.9,38.71,1.4,50.0,42.77,0.92,42.92,63.82,1370.55,757.77,7.09,1,96,26.7,302,11,Critical,Normal,Generation Drop
TR-007018,SUB-007,West,348.05,40.15,38.62,1.41,50.0,42.02,0.92,43.1,58.37,654.11,520.59,7.44,4,85,26.68,246,11,Critical,Normal,Generation Drop
TR-023007,SUB-023,East,381.85,39.89,38.63,1.4,49.99,41.87,0.92,42.97,63.0,1785.1,556.1,7.29,2,94,26.67,272,11,Critical,Normal,Generation Drop
TR-004011,SUB-004,North,401.83,39.8,37.93,1.38,50.01,41.93,0.92,42.99,63.0,1247.54,784.18,7.07,6,97,26.55,292,11,Critical,Normal,Generation Drop
TR-022008,SUB-022,South,323.15,39.97,38.46,1.41,50.01,42.58,0.93,42.88,56.86,252.12,263.75,7.32,3,85,26.5,229,10,Critical,Normal,Generation Drop
TR-010003,SUB-010,South,347.39,39.99,38.02,1.38,50.0,42.11,0.92,42.79,65.3,-513.23,591.47,6.62,5,98,26.45,251,11,Critical,Normal,Generation Drop
TR-020015,SUB-020,East,364.44,40.05,37.89,1.39,50.0,42.0,0.92,42.91,66.74,251.55,319.31,6.95,6,97,26.43,263,11,Critical,Normal,Generation Drop
TR-019010,SUB-019,West,335.7,40.09,37.65,1.38,49.99,41.26,0.92,42.92,57.83,254.53,667.15,7.12,2,77,26.32,244,11,High Risk,Normal,Generation Drop
TR-003012,SUB-003,North,398.99,40.1,38.8,1.42,50.0,42.46,0.92,42.77,68.37,554.24,398.24,6.82,3,98,26.2,281,11,Critical,Normal,Generation Drop
TR-012010,SUB-012,East,353.26,40.05,37.8,1.37,50.01,41.19,0.92,42.96,63.42,-443.82,260.32,7.69,7,96,26.17,257,11,Critical,Normal,Generation Drop
TR-024007,SUB-024,North,382.96,40.08,38.62,1.42,50.0,42.16,0.93,42.73,63.0,-433.26,78.15,7.31,3,97,26.12,269,11,Critical,Normal,Generation Drop
TR-017007,SUB-017,North-East,348.83,40.12,37.9,1.39,50.0,41.7,0.92,42.76,66.05,1446.78,359.02,7.68,6,96,25.95,251,10,Critical,Normal,Generation Drop
TR-019006,SUB-019,West,397.05,39.96,38.31,1.4,50.0,41.82,0.93,42.64,58.96,1873.03,52.88,6.92,3,93,25.67,283,11,Critical,Normal,Generation Drop
TR-018010,SUB-018,North-East,426.09,40.09,37.76,1.39,50.0,41.67,0.93,42.57,63.05,-213.15,513.03,6.88,2,85,25.51,306,11,Critical,Normal,Generation Drop
TR-008009,SUB-008,South,395.43,39.97,38.13,1.39,49.99,41.45,0.93,42.63,64.88,-686.98,114.63,7.11,4,98,25.48,284,11,Critical,Normal,Generation Drop
TR-002013,SUB-002,North,378.34,40.03,37.73,1.39,50.0,41.77,0.93,42.69,63.0,646.62,-54.0,6.89,2,98,25.42,273,11,Critical,Normal,Generation Drop
TR-025008,SUB-025,West,354.84,40.0,37.56,1.38,50.0,41.09,0.93,42.7,63.0,1103.88,45.82,7.51,3,98,25.33,258,11,Critical,Normal,Generation Drop
TR-007016,SUB-007,West,341.61,39.98,37.24,1.36,50.0,40.98,0.93,42.75,63.0,58.59,473.52,6.92,1,87,25.26,251,11,Critical,Normal,Generation Drop
TR-018018,SUB-018,North-East,399.84,39.87,38.11,1.39,50.0,41.72,0.93,42.62,63.0,-223.63,-33.31,6.76,0,96,25.19,288,11,Critical,Normal,Generation Drop
TR-009017,SUB-009,South,356.17,39.87,37.09,1.35,49.99,40.61,0.93,42.46,61.85,1659.07,-52.61,6.7,1,85,24.91,263,11,Critical,Normal,Generation Drop
TR-011017,SUB-011,East,330.62,40.01,35.98,1.32,50.0,39.91,0.93,42.65,63.0,342.84,520.17,6.57,3,96,24.85,251,11,Critical,Normal,Generation Drop
TR-018003,SUB-018,North-East,344.61,39.88,36.8,1.35,49.99,40.5,0.93,42.43,64.19,1173.91,668.78,7.11,2,96,24.79,256,11,Critical,Normal,Generation Drop
TR-002004,SUB-002,North,342.6,39.98,37.33,1.36,50.0,40.67,0.92,42.53,63.0,939.1,685.46,7.5,1,86,24.77,251,11,Critical,Normal,Generation Drop
TR-024010,SUB-024,North,333.25,39.94,36.53,1.34,50.01,40.58,0.93,42.47,63.0,239.93,67.93,7.22,4,92,24.72,249,11,Critical,Normal,Generation Drop
TR-027016,SUB-027,North-East,325.58,40.01,36.92,1.35,49.99,40.73,0.93,42.66,57.76,-943.16,328.55,7.36,5,88,24.59,241,11,Critical,Normal,Generation Drop
TR-020016,SUB-020,East,348.13,39.85,36.92,1.35,50.0,40.86,0.93,42.59,56.0,210.01,95.16,7.02,2,77,24.55,258,11,High Risk,Normal,Generation Drop
TR-007006,SUB-007,West,358.85,40.0,37.16,1.35,50.01,40.87,0.93,42.42,72.27,-238.36,-87.42,7.09,3,98,24.55,265,11,Critical,Normal,Overload
TR-011005,SUB-011,East,352.26,39.89,36.92,1.35,49.99,40.72,0.93,42.48,56.0,265.27,-79.41,6.7,2,81,24.55,260,10,High Risk,Normal,Generation Drop
TR-015017,SUB-015,Central,368.3,40.14,37.96,1.4,50.01,41.75,0.92,42.58,56.0,14.99,1114.46,6.43,3,83,24.43,263,11,High Risk,Normal,Generation Drop
TR-008010,SUB-008,South,358.13,40.0,37.84,1.39,49.99,41.17,0.93,42.41,64.71,362.88,776.32,7.37,0,86,24.39,258,11,Critical,Normal,Generation Drop
TR-026020,SUB-026,South,327.95,40.0,36.47,1.34,50.0,40.32,0.93,42.33,63.0,1843.64,228.54,6.57,3,96,24.38,245,10,Critical,Normal,Generation Drop
TR-005005,SUB-005,West,343.4,39.99,36.74,1.35,50.0,40.62,0.93,42.33,57.75,792.33,810.71,6.26,1,81,24.27,254,10,High Risk,Normal,Generation Drop
TR-013010,SUB-013,East,392.24,40.11,37.96,1.4,50.01,41.31,0.93,42.56,69.93,-537.34,914.99,6.82,3,97,24.21,281,10,Critical,Normal,Generation Drop
TR-009014,SUB-009,South,344.93,39.98,37.07,1.36,50.01,40.51,0.93,42.41,59.94,-554.07,-73.01,7.17,1,91,24.12,253,9,Critical,Normal,Generation Drop
TR-011001,SUB-011,East,328.85,39.91,36.41,1.32,50.01,39.74,0.92,42.36,66.11,547.14,214.12,6.59,4,94,24.06,249,11,Critical,Normal,Generation Drop
TR-013017,SUB-013,East,346.97,39.99,37.4,1.37,50.0,41.1,0.92,42.66,63.0,810.43,-129.7,7.14,2,93,24.05,254,11,Critical,Normal,Generation Drop
TR-016001,SUB-016,Central,387.43,40.0,37.22,1.37,50.0,40.35,0.93,42.12,56.07,282.44,950.37,6.62,1,80,23.99,282,11,High Risk,Normal,Generation Drop
TR-006004,SUB-006,West,336.33,39.85,36.2,1.32,50.01,40.03,0.93,41.94,64.88,115.67,246.46,6.76,2,98,23.71,255,11,Critical,Normal,Generation Drop
TR-018020,SUB-018,North-East,369.43,40.09,37.04,1.37,49.98,41.26,0.93,42.3,63.84,1745.69,539.93,6.27,3,83,23.61,270,10,High Risk,Normal,Generation Drop
TR-026013,SUB-026,South,382.73,40.06,36.93,1.35,49.99,40.93,0.93,42.37,60.48,23.89,450.1,6.97,2,80,23.54,283,9,High Risk,Normal,Generation Drop
TR-015001,SUB-015,Central,317.72,40.08,36.28,1.33,49.99,40.55,0.93,42.25,56.0,116.67,452.2,6.56,4,82,23.45,238,10,High Risk,Normal,Generation Drop
TR-015016,SUB-015,Central,362.08,40.08,37.2,1.38,50.0,41.16,0.93,42.25,56.0,1626.62,450.87,6.48,2,80,23.43,263,10,High Risk,Normal,Generation Drop
TR-009020,SUB-009,South,343.08,39.92,37.01,1.36,50.0,40.78,0.93,42.42,60.7,-299.34,194.47,6.54,2,76,23.36,252,11,High Risk,Normal,Generation Drop
TR-017005,SUB-017,North-East,368.63,39.95,36.55,1.34,50.0,40.78,0.93,42.39,66.7,1267.98,1032.21,6.56,3,97,23.31,276,11,Critical,Normal,Generation Drop
TR-011008,SUB-011,East,336.37,39.96,37.34,1.37,50.0,41.24,0.93,42.1,63.0,-609.19,58.86,6.25,1,83,23.23,245,10,High Risk,Normal,Generation Drop
TR-024019,SUB-024,North,285.22,39.94,36.37,1.33,50.0,40.26,0.93,42.29,65.94,-374.64,236.99,5.83,0,97,23.22,215,11,Critical,Normal,Generation Drop
TR-023017,SUB-023,East,380.03,39.95,37.7,1.39,50.0,41.31,0.93,42.32,56.74,-71.39,665.68,6.22,1,80,23.22,274,11,High Risk,Normal,Generation Drop
TR-021020,SUB-021,West,327.92,39.91,36.92,1.34,50.0,40.55,0.93,42.37,63.0,245.36,-135.81,6.98,4,94,23.21,244,10,Critical,Normal,Generation Drop
TR-003014,SUB-003,North,372.89,40.0,36.28,1.33,49.99,40.25,0.93,42.37,65.61,1001.84,254.71,6.83,2,97,23.21,280,10,Critical,Normal,Generation Drop
TR-016005,SUB-016,Central,388.22,39.91,37.69,1.39,50.0,41.21,0.93,42.4,58.92,2023.3,950.63,6.4,0,77,23.18,280,10,High Risk,Normal,Generation Drop
TR-012012,SUB-012,East,356.55,39.89,37.0,1.36,50.0,40.45,0.93,42.21,56.61,-1577.11,1211.28,6.19,0,75,23.13,263,8,High Risk,Normal,Generation Drop
TR-027013,SUB-027,North-East,333.91,39.95,37.19,1.36,50.0,40.71,0.93,42.48,59.46,408.54,255.6,6.58,0,84,23.09,245,11,High Risk,Normal,Generation Drop
TR-021003,SUB-021,West,325.7,39.9,37.22,1.36,50.01,40.84,0.93,42.16,63.0,1123.1,543.14,6.6,3,97,23.07,239,9,Critical,Normal,Generation Drop
TR-012003,SUB-012,East,359.81,39.98,37.06,1.36,50.01,40.77,0.93,42.41,64.1,2454.17,644.7,6.91,0,86,23.01,265,11,Critical,Normal,Generation Drop
TR-025016,SUB-025,West,345.33,40.0,36.95,1.36,50.0,40.72,0.93,42.14,63.95,964.83,1097.23,6.58,1,87,22.96,254,10,Critical,Normal,Generation Drop
TR-025013,SUB-025,West,344.58,39.95,37.49,1.38,50.0,40.64,0.93,42.17,56.35,130.14,398.53,6.62,3,82,22.76,249,11,High Risk,Normal,Generation Drop
TR-024011,SUB-024,North,327.36,40.14,36.63,1.36,50.0,40.24,0.93,42.17,63.0,1453.56,560.71,6.89,1,84,22.73,241,10,High Risk,Normal,Generation Drop
TR-028006,SUB-028,Central,360.7,40.06,36.15,1.33,50.01,39.81,0.93,42.28,68.87,549.3,512.4,7.07,6,95,22.73,271,11,Critical,Normal,Generation Drop
TR-023010,SUB-023,East,350.26,39.92,35.94,1.32,50.0,40.19,0.93,42.2,67.55,901.06,385.99,6.42,2,97,22.72,266,11,Critical,Normal,Generation Drop
TR-009018,SUB-009,South,319.85,39.86,36.68,1.35,49.99,40.4,0.93,42.09,54.76,-267.83,160.54,6.37,2,78,22.69,237,10,High Risk,Normal,Generation Drop
TR-018006,SUB-018,North-East,333.42,40.04,36.34,1.34,50.0,40.17,0.93,42.16,57.26,1404.12,232.64,6.46,5,82,22.65,248,9,High Risk,Normal,Generation Drop
TR-007015,SUB-007,West,381.57,40.07,36.39,1.34,50.0,40.35,0.93,42.22,63.0,404.9,418.86,6.82,4,85,22.61,284,10,Critical,Normal,Generation Drop
TR-014014,SUB-014,Central,343.7,39.93,36.16,1.33,50.0,39.74,0.93,42.25,63.26,-491.7,158.99,6.53,1,82,22.58,259,11,High Risk,Normal,Generation Drop
TR-020007,SUB-020,East,317.13,39.88,36.05,1.32,50.01,39.89,0.93,42.36,56.0,-692.05,-60.23,6.62,3,87,22.55,240,11,Critical,Normal,Generation Drop
TR-023016,SUB-023,East,319.87,40.02,37.06,1.37,50.0,40.69,0.93,42.09,56.0,1222.27,759.17,6.5,4,84,22.52,234,11,High Risk,Normal,Generation Drop
TR-018015,SUB-018,North-East,366.73,39.95,35.08,1.3,50.0,38.64,0.93,41.94,57.39,344.64,816.16,6.31,0,77,22.46,283,10,High Risk,Normal,Generation Drop
TR-003009,SUB-003,North,353.45,40.07,36.73,1.36,50.0,40.29,0.93,42.18,65.91,42.12,24.24,6.49,1,87,22.41,260,10,Critical,Normal,Generation Drop
TR-005016,SUB-005,West,357.63,40.04,36.93,1.36,49.99,40.06,0.93,41.99,56.0,-50.95,529.12,6.73,1,84,22.34,262,9,High Risk,Normal,Generation Drop
TR-004017,SUB-004,North,338.75,40.08,35.69,1.32,50.0,39.68,0.93,42.16,63.0,529.43,320.27,6.0,1,93,22.28,257,11,Critical,Normal,Generation Drop
TR-011002,SUB-011,East,307.06,39.87,35.67,1.3,50.01,39.31,0.93,42.06,62.02,-892.4,-44.18,6.41,2,85,22.24,236,11,Critical,Normal,Generation Drop
TR-029002,SUB-029,North,349.66,40.14,35.87,1.33,50.01,39.92,0.93,41.9,63.0,235.26,242.9,6.44,1,95,22.22,263,10,Critical,Normal,Generation Drop
TR-016002,SUB-016,Central,399.03,40.04,35.98,1.32,50.0,39.77,0.93,42.02,63.0,729.59,875.07,6.48,6,97,22.2,302,11,Critical,Normal,Generation Drop
TR-014002,SUB-014,Central,342.76,40.09,37.04,1.37,50.0,40.41,0.93,42.13,63.55,605.76,199.64,6.49,2,85,22.17,251,11,Critical,Normal,Generation Drop
TR-016011,SUB-016,Central,356.9,39.89,36.67,1.35,50.01,39.95,0.93,41.95,57.77,-801.9,-114.7,6.32,1,78,22.15,265,9,High Risk,Normal,Generation Drop
TR-029009,SUB-029,North,349.61,39.96,36.6,1.35,50.0,40.08,0.93,42.1,63.76,-365.25,432.78,6.23,3,84,22.14,259,11,High Risk,Normal,Generation Drop
TR-019016,SUB-019,West,374.0,40.07,36.71,1.36,49.99,40.12,0.93,42.08,56.0,1078.52,106.65,6.42,0,81,22.13,276,10,High Risk,Normal,Generation Drop
TR-026015,SUB-026,South,335.95,39.87,36.2,1.32,50.0,39.86,0.93,42.0,56.62,-705.89,1111.31,6.23,1,91,22.1,254,11,Critical,Normal,Generation Drop
TR-017001,SUB-017,North-East,345.92,40.02,36.09,1.33,49.99,39.46,0.93,41.96,63.0,-590.43,497.23,6.71,3,97,22.08,260,9,Critical,Normal,Generation Drop
TR-028019,SUB-028,Central,345.67,39.99,36.67,1.35,50.0,40.15,0.93,42.1,69.35,2170.52,296.69,6.28,0,97,21.93,256,11,Critical,Normal,Generation Drop
TR-023015,SUB-023,East,319.19,40.03,36.0,1.33,50.0,39.78,0.93,41.91,56.3,117.56,411.25,5.98,0,76,21.91,240,9,High Risk,Normal,Generation Drop
TR-019020,SUB-019,West,334.75,40.01,34.48,1.26,50.0,38.39,0.92,41.85,63.12,453.06,212.9,6.28,4,97,21.84,266,11,Critical,Normal,Generation Drop
TR-028012,SUB-028,Central,343.43,40.06,35.88,1.33,49.99,39.66,0.93,42.06,62.73,423.53,524.45,6.23,1,80,21.72,258,11,High Risk,Normal,Generation Drop
TR-001019,SUB-001,North,351.87,39.95,35.32,1.3,50.01,39.0,0.93,41.82,56.09,-70.04,310.67,6.1,3,93,21.67,270,10,Critical,Normal,Generation Drop
TR-028005,SUB-028,Central,331.3,40.05,35.59,1.31,49.99,38.94,0.93,41.89,63.0,664.44,652.51,6.6,2,91,21.65,252,11,Critical,Normal,Generation Drop
TR-015011,SUB-015,Central,352.1,40.09,35.49,1.31,50.01,38.94,0.93,41.98,63.0,-1082.68,449.97,6.29,2,97,21.6,269,11,Critical,Normal,Generation Drop
TR-022013,SUB-022,South,299.39,40.06,35.07,1.3,50.01,38.87,0.93,41.96,56.95,-225.65,220.16,6.21,1,80,21.48,231,11,High Risk,Normal,Generation Drop
TR-005019,SUB-005,West,348.28,40.05,35.19,1.29,50.0,38.75,0.93,42.05,63.0,-155.65,409.58,6.56,2,97,21.48,269,10,Critical,Normal,Generation Drop
TR-019009,SUB-019,West,348.41,40.01,36.15,1.33,50.0,39.31,0.93,41.79,57.64,-280.9,848.39,6.14,3,86,21.42,261,11,Critical,Normal,Generation Drop
TR-008013,SUB-008,South,370.28,39.93,35.82,1.32,50.0,39.22,0.93,42.01,63.0,717.25,520.96,5.84,1,83,21.42,281,11,High Risk,Normal,Generation Drop
TR-004012,SUB-004,North,348.15,39.94,35.54,1.31,50.0,39.41,0.93,41.78,58.48,558.46,495.42,5.77,1,81,21.41,265,11,High Risk,Normal,Generation Drop
TR-028007,SUB-028,Central,344.86,40.03,35.51,1.31,50.0,38.99,0.93,42.06,60.13,-1411.85,956.46,6.23,1,90,21.4,263,10,Critical,Normal,Generation Drop
TR-021001,SUB-021,West,332.2,40.04,35.8,1.33,50.0,39.1,0.93,41.74,56.0,494.18,517.95,6.21,1,75,21.39,250,11,High Risk,Normal,Generation Drop
TR-001015,SUB-001,North,310.43,39.83,35.2,1.29,49.99,39.15,0.93,41.88,64.51,-51.29,368.86,6.15,0,86,21.3,241,11,Critical,Normal,Generation Drop
TR-017018,SUB-017,North-East,340.5,39.93,35.13,1.29,50.0,38.72,0.93,41.7,57.37,942.72,224.41,6.4,1,78,21.27,263,11,High Risk,Normal,Generation Drop
TR-024005,SUB-024,North,327.42,39.97,35.08,1.3,49.99,38.83,0.93,41.9,56.0,-301.75,-67.82,5.98,2,80,21.23,252,11,High Risk,Normal,Generation Drop
TR-002014,SUB-002,North,304.2,39.99,35.18,1.29,49.99,38.69,0.93,42.02,56.0,-517.17,107.17,6.83,3,81,21.15,236,11,High Risk,Normal,Generation Drop
TR-029020,SUB-029,North,354.03,40.04,35.99,1.32,50.0,39.17,0.93,41.74,63.0,421.46,-18.0,6.72,2,84,21.14,268,11,High Risk,Normal,Generation Drop
TR-014009,SUB-014,Central,344.59,39.99,35.65,1.32,50.0,39.45,0.93,41.89,56.59,1830.47,521.83,6.48,0,74,21.13,262,8,High Risk,Normal,Generation Drop
TR-020006,SUB-020,East,315.96,39.9,34.35,1.26,49.99,38.35,0.93,41.68,56.31,1593.81,103.39,6.65,3,84,21.13,250,11,High Risk,Normal,Generation Drop
TR-024003,SUB-024,North,315.71,40.05,36.18,1.34,50.01,39.61,0.93,41.74,63.0,93.35,714.02,6.42,2,96,21.12,236,11,Critical,Normal,Generation Drop
TR-004015,SUB-004,North,367.69,40.02,35.8,1.33,50.0,39.15,0.93,41.63,57.52,-758.41,-31.69,6.51,0,80,21.12,277,10,High Risk,Normal,Generation Drop
TR-005018,SUB-005,West,342.35,40.03,34.76,1.29,50.01,38.33,0.93,41.86,57.7,78.88,575.4,6.81,3,90,21.1,266,11,Critical,Normal,Generation Drop
TR-005007,SUB-005,West,325.52,40.06,35.55,1.32,50.01,38.86,0.93,41.92,63.0,314.6,242.24,6.74,1,83,20.99,247,9,High Risk,Normal,Generation Drop
TR-016013,SUB-016,Central,353.6,40.08,35.13,1.3,50.0,38.77,0.93,41.65,63.0,1594.15,-83.1,6.37,0,84,20.98,272,11,High Risk,Normal,Generation Drop
TR-020004,SUB-020,East,350.5,40.01,34.76,1.27,50.0,38.26,0.93,41.87,63.74,467.68,235.12,5.87,2,91,20.97,275,10,Critical,Normal,Generation Drop
TR-024017,SUB-024,North,342.52,40.03,34.83,1.28,49.99,38.32,0.93,41.93,63.0,-523.02,110.96,6.87,1,82,20.97,267,10,High Risk,Normal,Generation Drop
TR-021019,SUB-021,West,309.71,39.91,35.37,1.3,50.0,38.62,0.93,41.82,64.44,-570.27,634.43,6.39,0,85,20.9,239,8,Critical,Normal,Generation Drop
TR-020005,SUB-020,East,331.63,40.11,35.53,1.32,50.0,38.74,0.93,41.62,58.65,166.78,501.22,6.14,2,90,20.63,251,11,Critical,Normal,Generation Drop
TR-028015,SUB-028,Central,329.62,39.81,34.61,1.27,50.0,37.75,0.93,41.78,56.0,247.51,-281.67,6.36,1,75,20.56,260,10,High Risk,Normal,Generation Drop
TR-013013,SUB-013,East,316.68,40.02,33.95,1.25,49.99,37.8,0.93,41.73,63.0,738.46,162.49,6.27,2,87,20.38,253,11,Critical,Normal,Generation Drop
TR-007008,SUB-007,West,341.69,39.9,34.46,1.27,49.99,38.13,0.93,41.66,56.0,381.61,111.26,6.38,2,75,20.15,268,9,High Risk,Normal,Generation Drop
TR-010008,SUB-010,South,346.55,39.92,34.13,1.26,50.0,37.39,0.93,41.52,63.0,378.28,450.0,5.69,2,93,19.62,275,9,Critical,Normal,Generation Drop
TR-008012,SUB-008,South,324.03,40.04,33.89,1.26,50.02,37.18,0.93,41.51,63.0,-270.56,292.72,6.29,2,95,19.46,258,9,Critical,Normal,Generation Drop
