event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type,ingestion_time,ingestion_batch,voltage_deviation_kv,frequency_deviation_hz,power_quality_score,voltage_stability_score,calculated_power_mw,transmission_efficiency,load_percent_zscore,temperature_c_zscore,power_mw_zscore,transformation_time,silver_version,anomaly_flag,hour_of_day,date
EVT-0031896,2025-06-06 14:16:12.466995,North,SUB-002,TR-002010,26.9124,75.7873,40.72,43.07,1.65,50.04,48.0,0.9387,42.27,31.72,-3.26,0.0,6.1,0,0.0367,30,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,0.72,0.04,84.7,96.4,1.65,-973.0,-0.254,-0.644,-0.059,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0050608,2025-06-06 14:14:27.296844,East,SUB-023,TR-023012,21.2787,82.1406,34.59,91.53,2.47,50.42,100.0,0.78,63.61,27.14,-17.75,0.0,29.64,0,0.6624,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-5.41,0.42,45.0,73.0,2.47,-152.9,2.071,2.134,1.196,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0126644,2025-06-06 14:14:17.591434,North,SUB-003,TR-003008,32.3246,74.7901,40.6,38.1,1.47,49.99,48.0,0.9484,41.94,24.94,16.7,0.0,12.0,0,0.0265,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.6,-0.01,87.1,97.0,1.47,149.3,-0.254,-0.687,-0.335,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0123262,2025-06-06 14:14:08.971381,North-East,SUB-027,TR-027011,28.5355,76.2346,39.42,41.12,1.54,50.09,48.0,0.9483,40.63,25.2,19.49,0.0,9.87,0,0.0411,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.58,0.09,87.1,97.1,1.54,129.3,-0.254,-0.857,-0.227,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0036585,2025-06-06 14:13:37.887176,East,SUB-011,TR-011019,22.5726,88.3639,37.15,80.01,2.55,50.18,84.0,0.8571,57.19,-96.54,24.23,0.0,10.84,1,0.4994,87,Critical,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,-2.85,0.18,64.3,85.8,2.55,-398.4,1.356,1.298,1.319,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0138972,2025-06-06 14:13:31.382584,East,SUB-023,TR-023012,21.2787,82.1406,42.79,71.56,2.7,50.24,84.0,0.8815,52.85,-3.55,9.44,0.0,13.99,0,0.2817,81,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.79,0.24,70.4,86.0,2.7,-37.6,1.356,0.733,1.548,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0048258,2025-06-06 14:13:08.597401,West,SUB-019,TR-019015,22.3167,78.03,40.06,40.44,1.52,49.92,48.0,0.94,40.83,64.83,17.22,0.0,3.97,0,0.0187,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.06,-0.08,85.0,99.7,1.52,376.5,-0.254,-0.831,-0.258,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0025222,2025-06-06 14:12:25.764445,South,SUB-026,TR-026016,17.3618,78.531,40.34,50.76,1.87,50.03,48.0,0.9137,41.09,-33.59,10.8,0.0,2.68,0,0.0189,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.34,0.03,78.4,98.3,1.87,-311.0,-0.254,-0.798,0.278,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0059564,2025-06-06 14:12:07.863296,South,SUB-010,TR-010010,12.9716,77.5946,36.37,83.65,2.36,49.72,85.55,0.7759,56.0,12.07,-8.19,0.0,13.85,1,0.5807,94,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,-3.63,-0.28,44.0,81.8,2.36,-147.4,1.425,1.143,1.028,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0101436,2025-06-06 14:11:27.605912,North,SUB-003,TR-003007,32.3246,74.7901,39.89,35.0,1.29,49.97,48.0,0.9234,43.67,19.31,4.53,0.0,2.79,0,0.0102,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.11,-0.03,80.8,99.4,1.29,426.3,-0.254,-0.462,-0.61,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0002227,2025-06-06 14:11:04.758391,Central,SUB-028,TR-028006,20.2884,76.2009,41.0,50.97,1.88,50.02,48.0,0.9,44.12,-74.91,-22.44,0.0,2.0,0,0.0445,30,Low,Voltage Fluctuation,2026-09-05T19:42:40.361482,batch_001,1.0,0.02,75.0,95.0,1.88,333.8,-0.254,-0.403,0.293,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0031094,2025-06-06 14:10:12.332742,North,SUB-004,TR-004014,25.2048,77.3948,40.25,37.5,1.37,49.93,48.0,0.9098,42.03,-35.46,9.81,0.0,2.88,0,0.0239,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.25,-0.07,77.5,98.8,1.37,-361.5,-0.254,-0.675,-0.488,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0126607,2025-06-06 14:10:09.021806,North,SUB-001,TR-001017,28.6139,77.209,40.99,51.43,1.99,50.09,48.0,0.9451,43.63,-24.0,7.15,0.0,6.33,0,0.0565,34,Low,Unexpected Consumption,2026-09-05T19:42:40.361482,batch_001,0.99,0.09,86.3,95.0,1.99,-335.7,-0.254,-0.467,0.461,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0097140,2025-06-06 14:09:21.994295,West,SUB-019,TR-019004,22.3167,78.03,42.56,75.14,2.65,50.24,82.65,0.8292,56.76,8.91,35.04,0.0,17.0,0,0.2945,78,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.56,0.24,57.3,87.2,2.65,25.4,1.295,1.242,1.472,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0055406,2025-06-06 14:08:02.472201,West,SUB-025,TR-025017,24.4781,73.3114,43.12,85.5,3.11,50.21,84.0,0.8437,53.95,-93.4,7.73,0.0,8.95,0,0.3019,80,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.12,0.21,60.9,84.4,3.11,-1208.3,1.356,0.876,2.176,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0070220,2025-06-06 14:07:32.638029,Central,SUB-014,TR-014011,26.8206,80.2701,39.02,42.65,1.5,50.04,48.0,0.9031,41.68,47.41,-14.32,0.0,2.81,0,0.0462,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-0.98,0.04,75.8,95.1,1.5,-331.1,-0.254,-0.721,-0.289,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0131317,2025-06-06 14:06:34.082948,South,SUB-009,TR-009008,17.385,78.4867,39.13,42.55,1.56,49.95,48.0,0.9342,43.37,-35.78,-10.85,0.0,2.05,0,0.0448,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.87,-0.05,83.6,95.6,1.56,329.8,-0.254,-0.501,-0.197,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0068741,2025-06-06 14:04:33.114155,South,SUB-010,TR-010003,12.9716,77.5946,39.77,43.0,1.61,49.99,48.0,0.9408,41.04,-33.14,42.92,0.0,1.45,0,0.0111,23,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.23,-0.01,85.2,98.8,1.61,-77.2,-0.254,-0.804,-0.12,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0072742,2025-06-06 14:04:28.552463,West,SUB-007,TR-007008,18.5204,73.8567,42.97,73.1,2.77,50.19,84.0,0.8818,52.09,22.49,2.57,0.0,6.97,0,0.2799,75,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.97,0.19,70.5,85.2,2.77,875.1,1.356,0.634,1.655,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0038873,2025-06-06 14:03:28.308578,West,SUB-025,TR-025013,24.4781,73.3114,39.81,42.17,1.52,50.03,48.0,0.906,40.74,38.95,-9.32,0.0,1.64,0,0.0135,22,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.19,0.03,76.5,99.0,1.52,-417.9,-0.254,-0.843,-0.258,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0124844,2025-06-06 14:03:20.177920,East,SUB-011,TR-011010,22.5726,88.3639,42.89,77.52,2.77,50.24,84.0,0.832,51.66,17.5,-11.8,0.0,3.81,0,0.3034,80,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.89,0.24,58.0,85.6,2.77,-148.3,1.356,0.578,1.655,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0068081,2025-06-06 14:02:50.400001,North,SUB-029,TR-029006,26.9124,75.7873,40.25,43.56,1.62,49.97,48.0,0.9255,42.58,43.14,7.31,0.0,12.0,0,0.016,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.25,-0.03,81.4,98.8,1.62,590.2,-0.254,-0.604,-0.105,2026-09-05T19:42:42.027189,1.0,0,14,2025-06-06
EVT-0123365,2025-06-06 14:01:58.082499,North,SUB-001,TR-001008,28.6139,77.209,41.36,61.12,2.29,49.93,66.0,0.9072,44.0,58.72,9.5,0.0,2.97,0,0.0689,50,Warning,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.36,-0.07,76.8,93.2,2.29,618.1,0.551,-0.419,0.921,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0086284,2025-06-06 14:00:43.714734,South,SUB-026,TR-026015,17.3618,78.531,36.73,71.24,1.93,50.22,81.9,0.7381,56.0,-71.94,23.65,0.0,9.36,0,0.3356,77,High Risk,Power Factor Anomaly,2026-09-05T19:42:40.361482,batch_001,-3.27,0.22,34.5,83.6,1.93,-304.2,1.262,1.143,0.37,2026-09-05T19:42:42.027189,1.0,1,14,2025-06-06
EVT-0015995,2025-06-06 13:59:51.256907,South,SUB-010,TR-010020,12.9716,77.5946,40.54,31.92,1.22,49.97,48.0,0.9422,42.58,111.03,26.05,0.0,2.88,0,0.0272,31,Low,Overload,2026-09-05T19:42:40.361482,batch_001,0.54,-0.03,85.6,97.3,1.22,426.2,-0.254,-0.604,-0.717,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0018482,2025-06-06 13:59:48.941713,West,SUB-019,TR-019012,22.3167,78.03,41.0,42.45,1.66,50.1,48.0,0.9559,40.18,-56.08,-14.47,0.0,12.0,0,0.0598,32,Low,Temperature Spike,2026-09-05T19:42:40.361482,batch_001,1.0,0.1,89.0,95.0,1.66,387.6,-0.254,-0.916,-0.044,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0072852,2025-06-06 13:59:47.654004,West,SUB-007,TR-007015,18.5204,73.8567,40.52,46.15,1.73,50.0,48.0,0.927,41.43,-1.78,23.42,0.0,1.28,0,0.0213,23,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.52,0.0,81.8,97.4,1.73,-7.6,-0.254,-0.753,0.063,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0111478,2025-06-06 13:58:46.706663,South,SUB-009,TR-009007,17.385,78.4867,40.45,42.31,1.62,50.07,48.0,0.9452,43.31,9.54,-9.22,0.0,1.46,0,0.0323,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,0.45,0.07,86.3,97.8,1.62,-103.5,-0.254,-0.509,-0.105,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0132320,2025-06-06 13:58:38.365564,North-East,SUB-018,TR-018008,29.0588,76.0231,37.23,83.19,2.12,50.2,88.42,0.6853,58.95,-34.31,15.86,0.0,5.29,0,0.4087,85,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,-2.77,0.2,21.3,86.2,2.12,-216.3,1.553,1.527,0.66,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0121079,2025-06-06 13:57:14.329250,North,SUB-002,TR-002018,26.9124,75.7873,42.68,83.13,3.09,50.22,84.0,0.8701,51.99,47.52,40.55,7.43,5.96,0,0.2785,78,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.68,0.22,67.5,86.6,3.09,117.2,1.356,0.621,2.145,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0059821,2025-06-06 13:56:21.644603,West,SUB-005,TR-005016,19.076,72.8777,40.81,40.54,1.53,50.06,48.0,0.9263,41.79,28.47,-7.99,0.0,7.51,0,0.044,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.81,0.06,81.6,96.0,1.53,-356.3,-0.254,-0.706,-0.243,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0124462,2025-06-06 13:56:20.063784,West,SUB-021,TR-021016,19.6776,72.7323,44.63,90.76,2.8,50.43,100.0,0.6904,74.38,-23.21,-16.98,0.0,9.35,0,0.753,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,4.63,0.43,22.6,76.8,2.8,136.7,2.071,3.535,1.701,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0146841,2025-06-06 13:56:11.394635,North-East,SUB-017,TR-017007,28.296,76.592,42.88,74.64,2.88,50.19,81.16,0.9,50.0,-23.41,12.6,0.0,11.54,1,0.4474,84,High Risk,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,2.88,0.19,75.0,85.6,2.88,-185.8,1.229,0.362,1.824,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0033078,2025-06-06 13:55:41.230711,South,SUB-010,TR-010006,12.9716,77.5946,40.29,45.78,1.76,49.9,48.0,0.956,41.87,-47.81,-28.79,0.0,2.18,0,0.0316,28,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.29,-0.1,89.0,98.6,1.76,166.1,-0.254,-0.696,0.109,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0115795,2025-06-06 13:55:26.867458,North-East,SUB-017,TR-017019,28.296,76.592,40.25,44.87,1.73,50.0,48.0,0.957,39.66,-6.02,19.08,0.0,2.31,0,0.0105,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.25,0.0,89.2,98.8,1.73,-31.6,-0.254,-0.984,0.063,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0063191,2025-06-06 13:55:13.542049,North-East,SUB-017,TR-017018,28.296,76.592,39.1,47.93,1.69,50.04,48.0,0.9044,42.83,15.02,9.28,0.0,1.87,0,0.0442,30,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,-0.9,0.04,76.1,95.5,1.69,161.9,-0.254,-0.571,0.002,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0070348,2025-06-06 13:54:32.743833,North,SUB-004,TR-004019,25.2048,77.3948,34.78,84.11,2.28,50.44,89.02,0.78,63.0,90.57,21.99,0.0,8.44,0,0.563,98,Critical,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,-5.22,0.44,45.0,73.9,2.28,411.9,1.58,2.054,0.905,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0128484,2025-06-06 13:54:15.101685,North-East,SUB-027,TR-027015,28.5355,76.2346,39.0,49.83,1.77,50.01,48.0,0.9107,41.34,-7.84,-12.77,0.0,12.0,0,0.043,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,0.01,77.7,95.0,1.77,61.4,-0.254,-0.765,0.125,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0138488,2025-06-06 13:54:12.495494,North,SUB-002,TR-002014,26.9124,75.7873,40.02,40.96,1.52,50.1,48.0,0.9287,42.62,-53.28,3.81,0.0,1.22,0,0.0207,25,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.02,0.1,82.2,99.9,1.52,-1398.4,-0.254,-0.598,-0.258,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0104225,2025-06-06 13:52:54.069092,North-East,SUB-027,TR-027003,28.5355,76.2346,36.97,72.7,2.32,50.22,84.0,0.8627,54.23,-30.97,-6.37,0.0,5.06,0,0.2934,79,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-3.03,0.22,65.7,84.8,2.32,486.2,1.356,0.913,0.967,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0122195,2025-06-06 13:52:01.115049,South,SUB-026,TR-026016,17.3618,78.531,43.52,69.17,2.47,49.82,84.0,0.8209,50.0,-33.07,-14.03,0.0,10.49,1,0.5205,92,Critical,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,3.52,-0.18,55.2,82.4,2.47,235.7,1.356,0.362,1.196,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0080890,2025-06-06 13:51:54.199770,East,SUB-011,TR-011018,22.5726,88.3639,39.17,48.59,1.81,49.97,48.0,0.9506,44.28,-84.72,-4.89,0.0,7.72,0,0.0396,32,Low,Unexpected Consumption,2026-09-05T19:42:40.361482,batch_001,-0.83,-0.03,87.6,95.8,1.81,1732.5,-0.254,-0.382,0.186,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0057619,2025-06-06 13:51:21.158564,North-East,SUB-027,TR-027005,28.5355,76.2346,40.18,44.34,1.65,50.08,48.0,0.927,43.27,36.09,7.25,0.0,11.21,0,0.024,32,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,0.18,0.08,81.8,99.1,1.65,497.8,-0.254,-0.514,-0.059,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0082446,2025-06-06 13:51:18.484529,North,SUB-004,TR-004020,25.2048,77.3948,43.15,87.19,2.92,49.72,90.0,0.776,56.0,40.02,-18.08,0.0,17.27,0,0.3982,85,Critical,Frequency Deviation,2026-09-05T19:42:40.361482,batch_001,3.15,-0.28,44.0,84.2,2.92,-221.3,1.624,1.143,1.885,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0001654,2025-06-06 13:51:03.483007,Central,SUB-015,TR-015017,25.3948,79.4625,41.0,44.24,1.65,49.91,48.0,0.9088,44.28,18.58,20.73,0.0,1.87,0,0.057,32,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.0,-0.09,77.2,95.0,1.65,89.6,-0.254,-0.382,-0.059,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0023849,2025-06-06 13:51:02.685884,West,SUB-005,TR-005018,19.076,72.8777,41.0,47.67,1.86,50.07,48.0,0.9536,40.9,83.22,12.07,0.0,6.05,0,0.0538,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,1.0,0.07,88.4,95.0,1.86,689.5,-0.254,-0.822,0.262,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0113473,2025-06-06 13:50:42.877631,East,SUB-012,TR-012008,23.2599,77.4126,43.45,78.9,2.71,49.77,84.0,0.7909,53.85,-10.0,11.38,0.0,21.25,0,0.3371,78,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.45,-0.23,47.7,82.8,2.71,-87.9,1.356,0.863,1.563,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0131215,2025-06-06 13:50:36.444069,South,SUB-026,TR-026018,17.3618,78.531,35.35,90.84,2.2,50.44,100.0,0.6866,66.45,67.95,4.34,0.0,25.66,1,0.8902,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-4.65,0.44,21.7,76.8,2.2,1565.7,2.071,2.503,0.783,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0095057,2025-06-06 13:49:43.281587,East,SUB-020,TR-020013,25.5941,82.472,41.0,54.7,2.02,50.02,48.0,0.9,43.33,49.12,-15.88,0.0,1.94,0,0.0449,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,1.0,0.02,75.0,95.0,2.02,-309.3,-0.254,-0.506,0.507,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0123177,2025-06-06 13:49:30.901642,North-East,SUB-017,TR-017004,28.296,76.592,39.0,45.58,1.62,50.04,48.0,0.9115,42.84,-0.89,-2.62,0.0,1.98,0,0.0486,32,Low,Temperature Spike,2026-09-05T19:42:40.361482,batch_001,-1.0,0.04,77.9,95.0,1.62,34.0,-0.254,-0.57,-0.105,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0002278,2025-06-06 13:48:50.279995,North,SUB-001,TR-001012,28.6139,77.209,39.37,40.05,1.42,49.92,48.0,0.9018,41.83,-22.46,30.34,0.0,1.08,0,0.0407,27,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.63,-0.08,75.5,96.8,1.42,-74.0,-0.254,-0.701,-0.411,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0049499,2025-06-06 13:48:10.765758,East,SUB-023,TR-023018,21.2787,82.1406,37.21,81.65,2.49,50.28,90.0,0.8209,56.0,-4.77,-22.34,1.0,13.52,1,0.5681,92,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,-2.79,0.28,55.2,86.0,2.49,21.4,1.624,1.143,1.227,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0136936,2025-06-06 13:47:53.854476,North,SUB-001,TR-001004,28.6139,77.209,42.76,80.01,2.81,50.2,84.0,0.8201,53.97,-18.86,37.62,0.0,9.41,0,0.2934,75,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,2.76,0.2,55.0,86.2,2.81,-50.1,1.356,0.879,1.717,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0004471,2025-06-06 13:47:53.405766,East,SUB-013,TR-013001,21.1466,79.0882,36.14,87.72,2.47,49.69,100.0,0.78,66.21,151.89,5.63,0.0,6.06,1,0.7991,100,Critical,Compound Anomaly,2026-09-05T19:42:40.361482,batch_001,-3.86,-0.31,45.0,80.7,2.47,2697.9,2.071,2.472,1.196,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0086458,2025-06-06 13:47:46.974233,East,SUB-012,TR-012002,23.2599,77.4126,42.74,73.85,2.36,49.81,90.0,0.7463,62.4,26.33,-1.2,0.0,8.15,0,0.4279,80,High Risk,Generation Drop,2026-09-05T19:42:40.361482,batch_001,2.74,-0.19,36.6,86.3,2.36,-2194.2,1.624,1.976,1.028,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0005805,2025-06-06 13:46:37.476915,North,SUB-003,TR-003016,32.3246,74.7901,43.73,91.07,2.99,49.56,100.0,0.7498,63.0,-5.51,-24.86,0.0,90.0,0,0.6037,100,Critical,Communication Failure,2026-09-05T19:42:40.361482,batch_001,3.73,-0.44,37.5,81.4,2.99,22.2,2.071,2.054,1.992,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0086806,2025-06-06 13:46:11.425766,South,SUB-009,TR-009018,17.385,78.4867,40.88,38.66,1.47,50.02,48.0,0.9288,43.16,50.33,7.5,0.0,3.69,0,0.0384,26,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,0.88,0.02,82.2,95.6,1.47,671.1,-0.254,-0.528,-0.335,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0111601,2025-06-06 13:44:05.594580,West,SUB-025,TR-025018,24.4781,73.3114,43.76,77.46,2.26,50.26,90.0,0.6676,57.4,25.19,20.37,0.0,6.21,1,0.6669,99,Critical,Overload,2026-09-05T19:42:40.361482,batch_001,3.76,0.26,16.9,81.2,2.26,123.7,1.624,1.325,0.875,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0028136,2025-06-06 13:43:03.373566,North,SUB-029,TR-029004,26.9124,75.7873,36.82,78.88,2.55,50.23,84.0,0.8792,59.15,-15.47,6.54,0.0,10.87,1,0.5308,89,Critical,Transformer Fault,2026-09-05T19:42:40.361482,batch_001,-3.18,0.23,69.8,84.1,2.55,-236.5,1.356,1.553,1.319,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0086962,2025-06-06 13:43:00.267925,North-East,SUB-018,TR-018013,29.0588,76.0231,39.44,41.41,1.51,50.1,48.0,0.9267,40.95,30.33,-10.84,0.0,1.11,0,0.0424,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-0.56,0.1,81.7,97.2,1.51,-279.8,-0.254,-0.816,-0.273,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0083161,2025-06-06 13:41:59.899577,West,SUB-005,TR-005002,19.076,72.8777,40.28,57.07,2.1,50.01,66.0,0.9149,46.83,-19.73,25.4,0.0,8.83,0,0.0137,41,Low,Communication Failure,2026-09-05T19:42:40.361482,batch_001,0.28,0.01,78.7,98.6,2.1,-77.7,0.551,-0.05,0.63,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0037583,2025-06-06 13:41:50.011006,North-East,SUB-027,TR-027010,28.5355,76.2346,39.0,34.01,1.24,49.96,48.0,0.9362,42.19,-32.35,-10.54,0.0,6.2,0,0.0472,29,Normal,Normal,2026-09-05T19:42:40.361482,batch_001,-1.0,-0.04,84.1,95.0,1.24,306.9,-0.254,-0.654,-0.687,2026-09-05T19:42:42.027189,1.0,0,13,2025-06-06
EVT-0041118,2025-06-06 13:40:56.968067,South,SUB-010,TR-010015,12.9716,77.5946,40.94,41.04,1.55,49.99,48.0,0.9224,42.87,72.02,-23.92,0.0,1.0,0,0.0389,31,Low,Generation Drop,2026-09-05T19:42:40.361482,batch_001,0.94,-0.01,80.6,95.3,1.55,-301.1,-0.254,-0.566,-0.212,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0120834,2025-06-06 13:40:46.657226,North,SUB-024,TR-024010,26.7461,78.9824,39.22,45.58,1.72,50.1,48.0,0.9614,42.54,-0.61,0.76,0.0,11.99,0,0.0514,31,Low,Temperature Spike,2026-09-05T19:42:40.361482,batch_001,-0.78,0.1,90.4,96.1,1.72,-80.3,-0.254,-0.609,0.048,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0098253,2025-06-06 13:40:11.336147,Central,SUB-014,TR-014004,26.8206,80.2701,37.41,81.32,2.74,49.8,84.0,0.9,50.0,48.94,33.32,0.0,14.28,0,0.2608,77,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-2.59,-0.2,75.0,87.0,2.74,146.9,1.356,0.362,1.609,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0082896,2025-06-06 13:38:57.103822,Central,SUB-015,TR-015012,25.3948,79.4625,43.55,75.24,2.7,49.78,84.0,0.8244,50.32,-35.13,55.59,0.0,14.24,0,0.3276,80,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,3.55,-0.22,56.1,82.2,2.7,-63.2,1.356,0.404,1.548,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
EVT-0075022,2025-06-06 13:38:39.535161,East,SUB-020,TR-020014,25.5941,82.472,36.66,69.46,2.21,49.84,84.0,0.8697,50.0,-6.05,-6.33,0.0,7.51,0,0.2925,76,High Risk,Overload,2026-09-05T19:42:40.361482,batch_001,-3.34,-0.16,67.4,83.3,2.21,95.6,1.356,0.362,0.798,2026-09-05T19:42:42.027189,1.0,1,13,2025-06-06
