event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type
EVT-0028416,2025-04-07 20:57:43.815295,North,SUB-003,TR-003017,32.3246,74.7901,39.0,17.15,0.6,49.91,20.34,0.904,40.44,26.79,-14.32,0.0,5.78,0,0.0574,12,Normal,Transformer Fault
EVT-0028417,2025-06-01 11:03:32.160427,North,SUB-024,TR-024006,26.7461,78.9824,36.35,75.35,2.22,50.19,90.0,0.8112,56.0,68.09,-22.63,0.0,5.54,0,0.388,86,Critical,Overload
EVT-0028418,2025-06-09 01:20:37.648632,South,SUB-022,TR-022013,15.2993,74.124,40.64,5.0,0.19,49.99,16.79,0.944,36.67,44.29,-6.08,0.0,4.92,0,0.0272,3,Normal,Normal
EVT-0028419,2025-05-02 17:13:20.965684,North,SUB-003,TR-003007,32.3246,74.7901,43.64,75.13,2.75,50.22,82.45,0.8381,56.0,-83.7,-1.27,0.0,55.0,0,0.3215,79,High Risk,Communication Failure
EVT-0028420,2025-04-28 06:25:17.428558,North-East,SUB-017,TR-017007,28.296,76.592,40.24,26.57,1.01,50.03,35.13,0.9407,40.64,-12.93,11.43,0.0,1.62,0,0.0152,13,Normal,Normal
EVT-0028421,2025-04-23 23:06:18.252963,South,SUB-008,TR-008003,13.0827,80.2707,40.17,19.32,0.72,49.99,19.91,0.9242,40.46,-28.22,25.35,13.94,12.0,0,0.0085,5,Normal,Normal
EVT-0028422,2025-05-26 00:46:11.043899,North,SUB-024,TR-024013,26.7461,78.9824,36.96,54.52,1.75,49.83,58.0,0.8689,50.0,-74.72,-17.9,14.14,23.12,0,0.1653,54,Warning,Unexpected Consumption
EVT-0028423,2025-06-30 02:34:46.737761,North,SUB-029,TR-029017,26.9124,75.7873,42.78,47.31,1.82,49.8,58.0,0.9,50.0,-71.58,-8.28,0.0,5.11,0,0.1517,55,Warning,Temperature Spike
EVT-0028424,2025-06-01 02:39:18.050561,West,SUB-007,TR-007017,18.5204,73.8567,36.72,64.3,1.98,50.22,70.0,0.84,56.0,-95.17,32.57,0.0,6.21,0,0.2043,70,High Risk,Voltage Fluctuation
EVT-0028425,2025-05-10 13:31:31.750826,North,SUB-001,TR-001016,28.6139,77.209,36.28,83.64,2.55,49.82,90.0,0.84,58.89,-93.5,5.83,0.0,11.83,0,0.4045,88,Critical,Voltage Fluctuation
EVT-0028426,2025-06-17 20:09:45.791761,Central,SUB-028,TR-028015,20.2884,76.2009,40.88,23.41,0.89,49.98,22.04,0.9298,39.33,49.31,-24.37,0.0,6.95,0,0.0387,7,Normal,Normal
EVT-0028427,2025-04-23 13:25:25.349851,West,SUB-007,TR-007010,18.5204,73.8567,40.15,43.57,1.59,50.03,48.0,0.9114,44.55,72.16,15.74,0.0,4.21,0,0.0126,30,Low,Generation Drop
EVT-0028428,2025-06-23 11:30:59.561080,East,SUB-011,TR-011008,22.5726,88.3639,39.52,37.13,1.37,50.04,48.0,0.9362,41.31,-67.32,32.46,0.0,2.96,0,0.0265,26,Normal,Normal
EVT-0028429,2025-04-17 11:15:16.327012,West,SUB-019,TR-019020,22.3167,78.03,39.83,50.42,1.86,50.07,48.0,0.9279,41.72,-44.45,-19.37,0.0,2.93,0,0.0215,22,Normal,Normal
EVT-0028430,2025-06-21 21:14:01.762513,North,SUB-003,TR-003019,32.3246,74.7901,37.14,67.83,2.12,49.77,70.0,0.84,56.0,-10.88,13.85,0.0,9.94,0,0.1895,70,High Risk,Frequency Deviation
EVT-0028431,2025-04-24 04:03:51.396194,South,SUB-026,TR-026012,17.3618,78.531,37.15,67.62,2.09,49.79,70.0,0.8319,56.0,23.21,-21.56,0.0,13.02,1,0.3873,81,High Risk,Generation Drop
EVT-0028432,2025-04-01 13:04:00.139191,East,SUB-012,TR-012014,23.2599,77.4126,36.64,82.35,2.53,50.19,84.33,0.84,56.0,17.23,18.96,0.0,19.3,0,0.321,78,High Risk,Overload
EVT-0028433,2025-06-09 01:03:45.335915,North-East,SUB-018,TR-018005,29.0588,76.0231,42.74,59.19,2.28,49.81,58.0,0.9,50.0,-37.23,2.75,0.0,3.67,0,0.1473,57,Warning,Compound Anomaly
EVT-0028434,2025-06-13 11:25:40.939059,South,SUB-010,TR-010018,12.9716,77.5946,39.51,49.85,1.94,50.06,48.0,0.986,42.03,-11.67,13.16,0.0,4.06,0,0.0323,27,Normal,Normal
EVT-0028435,2025-06-17 12:33:09.902902,West,SUB-021,TR-021003,19.6776,72.7323,42.32,75.26,2.63,50.25,84.0,0.8262,52.49,-15.84,29.69,0.0,18.76,0,0.2845,69,Warning,Overload
EVT-0028436,2025-04-27 22:45:26.461045,West,SUB-021,TR-021013,19.6776,72.7323,37.46,54.76,1.8,49.81,58.0,0.8771,50.0,31.23,-10.91,0.0,19.43,0,0.147,57,Warning,Generation Drop
EVT-0028437,2025-04-08 21:37:12.221326,North-East,SUB-027,TR-027020,28.5355,76.2346,40.94,22.73,0.89,49.95,22.42,0.9554,40.35,-18.48,24.55,0.0,1.14,0,0.0478,12,Normal,Normal
EVT-0028438,2025-04-13 15:19:17.901472,North,SUB-002,TR-002002,26.9124,75.7873,39.67,49.67,1.86,50.03,48.0,0.9458,44.69,-40.85,-21.17,0.0,2.06,0,0.0195,25,Normal,Normal
EVT-0028439,2025-05-28 06:20:24.017714,South,SUB-009,TR-009003,17.385,78.4867,40.9,29.98,1.17,49.93,36.77,0.9507,39.9,51.67,26.75,0.0,12.0,0,0.0502,21,Normal,Normal
EVT-0028440,2025-05-31 21:53:30.464704,South,SUB-022,TR-022013,15.2993,74.124,39.78,23.68,0.87,49.94,26.69,0.9196,42.28,33.98,11.05,0.0,12.0,0,0.0205,10,Normal,Normal
EVT-0028441,2025-05-21 18:02:17.905400,South,SUB-026,TR-026011,17.3618,78.531,39.0,29.63,1.07,50.07,37.33,0.9289,40.02,-10.44,11.59,0.0,5.63,0,0.0537,21,Normal,Normal
EVT-0028442,2025-04-15 08:29:23.103831,North,SUB-001,TR-001001,28.6139,77.209,39.0,36.35,1.33,49.96,48.0,0.9397,44.14,-62.32,9.23,0.0,2.62,0,0.0477,31,Low,Frequency Deviation
EVT-0028443,2025-06-21 13:56:00.806313,East,SUB-023,TR-023001,21.2787,82.1406,43.27,70.02,2.53,49.85,84.0,0.8349,51.55,-21.13,-8.47,0.0,15.86,0,0.2998,76,High Risk,Overload
EVT-0028444,2025-04-27 00:30:53.140756,North-East,SUB-027,TR-027019,28.5355,76.2346,39.57,8.81,0.33,49.9,16.87,0.9464,37.23,42.64,13.63,0.0,1.25,0,0.0373,7,Normal,Normal
EVT-0028445,2025-06-17 22:58:53.530696,North,SUB-024,TR-024005,26.7461,78.9824,40.46,30.09,1.16,49.92,25.06,0.9495,41.38,34.64,1.12,0.0,7.45,0,0.0336,10,Normal,Normal
EVT-0028446,2025-05-01 14:09:53.642315,West,SUB-005,TR-005008,19.076,72.8777,42.69,87.45,2.93,50.27,90.0,0.7848,56.0,-104.35,11.43,0.0,13.48,1,0.5751,95,Critical,Overload
EVT-0028447,2025-05-27 22:29:26.863682,West,SUB-006,TR-006017,23.0225,72.5799,36.42,57.13,1.87,50.23,58.0,0.9,50.0,-17.42,-6.0,18.17,11.14,0,0.1896,60,Warning,Voltage Fluctuation
EVT-0028448,2025-06-26 04:48:36.641661,North,SUB-002,TR-002014,26.9124,75.7873,39.0,18.75,0.69,50.03,20.6,0.9444,38.81,11.51,2.58,0.0,2.1,0,0.0452,5,Normal,Normal
EVT-0028449,2025-06-24 23:17:28.791084,South,SUB-026,TR-026017,17.3618,78.531,39.34,18.54,0.69,49.97,23.49,0.9501,40.3,-17.25,13.39,0.0,7.19,0,0.0321,7,Normal,Normal
EVT-0028450,2025-05-24 04:39:39.318037,South,SUB-026,TR-026008,17.3618,78.531,36.25,78.45,2.22,50.36,85.0,0.78,65.71,20.86,30.16,0.0,13.79,0,0.4766,90,Critical,Overload
EVT-0028451,2025-06-17 07:28:23.427442,South,SUB-009,TR-009007,17.385,78.4867,40.29,36.27,1.36,50.0,44.73,0.931,43.67,44.95,3.75,0.0,1.29,0,0.0126,26,Normal,Normal
EVT-0028452,2025-04-22 05:08:20.952257,West,SUB-006,TR-006003,23.0225,72.5799,45.1,70.55,2.43,50.41,85.0,0.765,63.0,-39.8,11.79,5.34,21.07,1,0.723,100,Critical,Compound Anomaly
EVT-0028453,2025-06-23 18:47:40.386956,North,SUB-029,TR-029007,26.9124,75.7873,41.0,32.03,1.24,50.1,32.14,0.9435,40.43,106.41,-14.5,0.0,1.82,0,0.06,22,Normal,Normal
EVT-0028454,2025-04-18 20:23:12.881238,South,SUB-026,TR-026003,17.3618,78.531,39.53,5.0,0.19,50.05,18.57,0.9436,39.88,-19.91,-12.37,0.0,3.3,0,0.0286,6,Normal,Normal
EVT-0028455,2025-05-27 07:20:26.848598,North,SUB-029,TR-029012,26.9124,75.7873,36.49,65.46,2.01,50.24,70.0,0.84,56.0,-91.55,-2.56,0.0,7.49,0,0.2168,69,Warning,Voltage Fluctuation
EVT-0028456,2025-05-11 19:20:29.882540,North,SUB-029,TR-029004,26.9124,75.7873,41.0,31.89,1.29,49.98,28.22,0.9887,41.57,0.94,17.35,0.0,8.34,0,0.0431,16,Normal,Normal
EVT-0028457,2025-06-08 02:31:00.155377,Central,SUB-028,TR-028010,20.2884,76.2009,40.49,24.51,0.97,49.9,23.2,0.9735,41.15,-13.31,0.46,0.0,2.37,0,0.0393,13,Normal,Normal
EVT-0028458,2025-06-22 02:06:36.010621,North,SUB-004,TR-004004,25.2048,77.3948,39.79,22.84,0.88,50.02,18.85,0.9637,38.33,11.14,-2.36,0.0,2.83,0,0.0125,3,Normal,Normal
EVT-0028459,2025-05-04 17:31:34.609393,West,SUB-019,TR-019015,22.3167,78.03,43.54,65.87,2.58,49.82,74.38,0.9,50.0,8.87,7.82,0.0,6.16,0,0.2147,66,Warning,Generation Drop
EVT-0028460,2025-04-08 12:32:54.079802,South,SUB-009,TR-009006,17.385,78.4867,40.07,66.11,2.41,49.95,66.0,0.9099,44.0,18.54,29.37,0.0,11.62,0,0.0129,42,Low,Unexpected Consumption
EVT-0028461,2025-06-11 04:18:06.727107,East,SUB-020,TR-020011,25.5941,82.472,43.09,44.21,1.71,50.24,58.0,0.9,50.0,44.94,-9.24,0.0,10.43,0,0.1708,59,Warning,Generation Drop
EVT-0028462,2025-04-27 17:48:58.480663,West,SUB-019,TR-019007,22.3167,78.03,45.0,83.04,2.91,50.41,85.0,0.78,63.0,70.46,-18.94,5.78,28.04,0,0.514,94,Critical,Frequency Deviation
EVT-0028463,2025-06-17 08:08:26.693075,North,SUB-004,TR-004008,25.2048,77.3948,37.11,62.41,2.08,50.23,69.08,0.9,50.0,-30.43,26.16,0.0,6.0,0,0.1623,65,Warning,Compound Anomaly
EVT-0028464,2025-04-26 04:12:40.585650,Central,SUB-014,TR-014020,26.8206,80.2701,37.72,51.48,1.75,49.77,58.0,0.9,50.0,-6.18,31.29,0.0,4.92,0,0.1364,55,Warning,Communication Failure
EVT-0028465,2025-06-23 11:22:46.357225,Central,SUB-016,TR-016016,24.8688,76.6562,39.0,42.03,1.56,49.98,48.0,0.9499,42.94,-50.0,19.34,0.0,5.05,0,0.0431,28,Normal,Normal
EVT-0028466,2025-06-15 15:52:51.941423,West,SUB-021,TR-021003,19.6776,72.7323,40.03,50.98,1.91,50.01,48.0,0.936,40.42,49.45,22.78,0.0,1.33,0,0.0026,21,Normal,Normal
EVT-0028467,2025-05-30 15:18:26.863502,Central,SUB-015,TR-015017,25.3948,79.4625,40.91,49.7,1.89,50.04,48.0,0.9292,41.44,-35.33,27.45,0.0,6.41,0,0.0447,27,Normal,Normal
EVT-0028468,2025-04-21 03:42:36.349377,East,SUB-020,TR-020010,25.5941,82.472,40.8,15.03,0.58,50.02,17.46,0.9445,39.19,-8.45,16.58,0.0,4.23,0,0.0358,10,Normal,Normal
EVT-0028469,2025-04-19 08:18:41.877441,Central,SUB-014,TR-014018,26.8206,80.2701,42.5,57.24,2.14,50.1,58.78,0.8801,44.0,48.48,4.04,0.0,3.08,0,0.1259,52,Warning,Generation Drop
EVT-0028470,2025-04-28 10:35:52.523958,South,SUB-009,TR-009004,17.385,78.4867,43.41,77.42,2.95,50.18,84.0,0.8772,53.22,16.76,-26.45,0.0,3.75,0,0.2965,79,High Risk,Generation Drop
EVT-0028471,2025-05-12 21:29:51.099477,Central,SUB-015,TR-015013,25.3948,79.4625,36.73,63.19,1.95,50.26,70.0,0.84,56.0,6.63,27.19,0.0,7.1,0,0.2116,71,High Risk,Unexpected Consumption
EVT-0028472,2025-06-15 18:08:24.172569,North,SUB-001,TR-001001,28.6139,77.209,39.0,35.35,1.31,50.04,43.82,0.9483,41.05,80.96,3.05,0.0,3.54,0,0.0474,27,Normal,Normal
EVT-0028473,2025-06-11 18:25:00.201745,North,SUB-002,TR-002014,26.9124,75.7873,39.52,35.16,1.32,50.02,34.18,0.9503,39.97,-38.63,30.53,0.0,3.51,0,0.0223,12,Normal,Normal
EVT-0028474,2025-05-29 16:35:58.618984,North-East,SUB-027,TR-027004,28.5355,76.2346,39.09,40.85,1.44,49.98,48.0,0.9,44.18,52.93,17.63,0.0,7.67,0,0.0403,28,Normal,Normal
EVT-0028475,2025-05-05 20:56:27.332455,North,SUB-024,TR-024006,26.7461,78.9824,45.49,77.44,2.75,49.63,85.0,0.78,63.0,-99.64,-19.37,0.0,23.39,0,0.5258,86,Critical,Compound Anomaly
EVT-0028476,2025-04-20 09:16:04.836606,West,SUB-025,TR-025014,24.4781,73.3114,36.98,71.46,2.3,50.18,82.87,0.8689,50.67,-74.37,6.82,0.0,15.8,0,0.2747,75,High Risk,Overload
EVT-0028477,2025-04-20 10:16:32.609426,Central,SUB-014,TR-014001,26.8206,80.2701,41.0,41.53,1.6,50.02,48.0,0.9406,42.54,31.57,-8.05,0.0,3.7,0,0.045,29,Normal,Normal
EVT-0028478,2025-04-16 11:33:38.891769,West,SUB-007,TR-007006,18.5204,73.8567,39.72,58.48,2.15,50.11,66.0,0.9253,45.93,-19.65,-14.87,0.0,3.2,0,0.0331,40,Low,Overload
EVT-0028479,2025-06-21 23:23:28.633482,Central,SUB-015,TR-015020,25.3948,79.4625,39.64,11.09,0.43,50.04,15.0,0.9749,40.77,42.78,-7.54,0.0,3.08,0,0.0234,9,Normal,Normal
EVT-0028480,2025-05-29 07:31:12.899277,North,SUB-002,TR-002004,26.9124,75.7873,41.0,42.29,1.63,50.0,48.0,0.9371,42.39,25.11,15.86,0.0,6.48,0,0.0406,27,Normal,Normal
EVT-0028481,2025-05-31 04:41:50.811906,North,SUB-029,TR-029006,26.9124,75.7873,37.69,39.51,1.41,50.01,40.0,0.9455,44.0,-16.78,6.27,0.0,3.35,0,0.0949,35,Low,Transformer Fault
EVT-0028482,2025-04-20 07:14:07.454881,Central,SUB-014,TR-014010,26.8206,80.2701,39.69,46.2,1.75,50.09,40.73,0.9527,42.7,4.12,10.48,0.0,4.02,0,0.0299,23,Normal,Normal
EVT-0028483,2025-06-14 08:27:01.424760,West,SUB-005,TR-005018,19.076,72.8777,38.08,56.0,2.02,49.93,59.52,0.9483,44.0,-90.85,-1.95,0.0,2.95,0,0.0907,42,Low,Compound Anomaly
EVT-0028484,2025-05-08 06:12:59.742029,Central,SUB-028,TR-028011,20.2884,76.2009,42.8,70.05,2.24,50.23,70.0,0.7474,56.0,28.71,-15.92,0.0,21.77,0,0.2165,70,High Risk,Power Factor Anomaly
EVT-0028485,2025-06-19 11:53:53.859721,South,SUB-009,TR-009006,17.385,78.4867,36.79,84.88,2.62,49.74,88.2,0.84,57.62,-5.56,25.59,0.0,41.85,0,0.3734,84,High Risk,Overload
EVT-0028486,2025-05-30 03:14:58.370376,South,SUB-008,TR-008004,13.0827,80.2707,44.35,72.79,2.52,49.65,85.0,0.78,63.0,-100.17,37.47,0.0,17.53,0,0.4755,90,Critical,Overload
EVT-0028487,2025-05-15 08:10:46.625539,East,SUB-023,TR-023016,21.2787,82.1406,39.42,49.21,1.85,50.05,48.0,0.9524,42.35,-14.96,-20.96,0.0,1.05,0,0.034,26,Normal,Normal
EVT-0028488,2025-04-23 13:11:11.793148,South,SUB-008,TR-008005,13.0827,80.2707,39.9,41.82,1.58,49.9,48.0,0.9451,42.38,0.69,22.35,0.0,3.69,0,0.0239,31,Low,Unexpected Consumption
EVT-0028489,2025-04-24 20:28:55.070446,East,SUB-011,TR-011008,22.5726,88.3639,39.07,33.57,1.26,49.99,15.0,0.9577,38.52,21.93,-47.45,0.0,8.26,0,0.0393,7,Normal,Normal
EVT-0028490,2025-06-20 18:02:37.244355,North,SUB-002,TR-002011,26.9124,75.7873,39.72,34.48,1.26,50.07,48.0,0.9233,41.23,24.19,23.72,0.0,2.05,0,0.0252,27,Normal,Normal
EVT-0028491,2025-05-31 21:02:41.518166,North,SUB-029,TR-029019,26.9124,75.7873,38.63,42.04,1.52,49.97,40.0,0.9344,44.0,64.87,2.89,20.26,5.11,0,0.0606,24,Normal,Normal
EVT-0028492,2025-05-02 02:17:58.491249,South,SUB-022,TR-022009,15.2993,74.124,38.99,37.06,1.33,49.99,40.0,0.9198,44.0,110.81,-5.35,0.0,12.75,0,0.0433,24,Normal,Normal
EVT-0028493,2025-05-29 14:47:15.449841,Central,SUB-014,TR-014003,26.8206,80.2701,42.07,65.11,2.48,49.99,66.0,0.9062,44.0,60.08,-2.95,0.0,3.91,0,0.0854,51,Warning,Generation Drop
EVT-0028494,2025-04-14 12:20:09.407910,North,SUB-002,TR-002015,26.9124,75.7873,41.0,38.12,1.42,50.06,48.0,0.9064,39.75,-37.36,28.31,0.0,3.42,0,0.0529,30,Low,Power Factor Anomaly
EVT-0028495,2025-05-23 13:08:59.947152,Central,SUB-028,TR-028020,20.2884,76.2009,43.6,90.74,2.25,50.44,100.0,0.5691,63.0,31.36,41.16,0.0,14.28,0,0.6596,99,Critical,Frequency Deviation
EVT-0028496,2025-04-22 15:18:41.638680,North,SUB-029,TR-029020,26.9124,75.7873,37.66,69.79,2.23,50.2,82.34,0.8492,50.0,-14.54,1.41,0.0,18.78,0,0.2523,70,High Risk,Overload
EVT-0028497,2025-05-19 17:13:49.050503,East,SUB-011,TR-011015,22.5726,88.3639,37.71,56.22,1.69,50.23,63.35,0.7969,50.0,-117.8,31.61,0.0,4.78,0,0.1714,59,Warning,Power Factor Anomaly
EVT-0028498,2025-05-04 07:41:12.062705,South,SUB-008,TR-008016,13.0827,80.2707,39.19,45.21,1.72,50.01,48.0,0.9709,44.17,-71.29,29.86,0.0,3.65,0,0.0348,30,Low,Compound Anomaly
EVT-0028499,2025-04-15 03:44:17.168031,South,SUB-009,TR-009020,17.385,78.4867,40.97,19.23,0.75,49.99,21.88,0.9498,38.45,-16.76,2.25,0.0,1.95,0,0.0398,4,Normal,Normal
EVT-0028500,2025-05-01 09:30:41.249020,South,SUB-026,TR-026012,17.3618,78.531,39.65,42.28,1.55,49.93,48.0,0.927,42.24,6.94,17.74,0.0,1.01,0,0.0277,30,Low,Unexpected Consumption
EVT-0028501,2025-06-26 07:44:16.773992,North-East,SUB-017,TR-017019,28.296,76.592,36.85,63.11,2.09,50.16,67.46,0.9,50.0,-18.08,14.29,0.0,26.67,0,0.1584,63,Warning,Overload
EVT-0028502,2025-05-09 01:08:12.540112,North,SUB-029,TR-029019,26.9124,75.7873,36.78,48.83,1.61,50.26,58.0,0.8988,51.28,-51.83,6.54,0.0,33.55,0,0.1811,57,Warning,Frequency Deviation
EVT-0028503,2025-06-05 17:02:36.031081,East,SUB-020,TR-020011,25.5941,82.472,37.36,63.92,2.15,49.84,67.55,0.9,50.0,20.4,39.75,0.0,3.73,1,0.3367,74,High Risk,Unexpected Consumption
EVT-0028504,2025-04-02 05:26:20.073812,North,SUB-024,TR-024014,26.7461,78.9824,44.4,76.59,2.65,49.65,85.0,0.78,63.0,55.2,11.49,0.0,71.54,0,0.4785,87,Critical,Generation Drop
EVT-0028505,2025-04-06 11:03:26.211937,North,SUB-002,TR-002009,26.9124,75.7873,37.5,61.28,2.01,49.95,66.0,0.8761,44.68,-31.36,18.58,15.36,7.63,0,0.1181,56,Warning,Unexpected Consumption
EVT-0028506,2025-05-21 06:04:10.590149,East,SUB-023,TR-023017,21.2787,82.1406,40.37,43.4,1.65,49.92,40.29,0.9418,41.82,60.85,15.3,0.0,6.09,0,0.031,21,Normal,Normal
EVT-0028507,2025-06-21 09:56:09.934013,North,SUB-002,TR-002019,26.9124,75.7873,41.0,43.57,1.69,49.96,48.0,0.945,43.09,-77.68,15.38,0.0,1.48,0,0.0489,31,Low,Compound Anomaly
EVT-0028508,2025-04-06 02:41:26.052946,North,SUB-029,TR-029011,26.9124,75.7873,40.09,18.38,0.7,49.97,23.26,0.9519,39.06,-77.63,-18.66,0.0,2.95,0,0.0093,7,Normal,Normal
EVT-0028509,2025-06-11 04:25:37.151090,East,SUB-011,TR-011002,22.5726,88.3639,40.09,29.19,1.07,49.83,40.0,0.9117,44.0,-109.09,24.39,0.0,10.64,0,0.0382,21,Normal,Normal
EVT-0028510,2025-06-17 02:12:11.399911,Central,SUB-015,TR-015012,25.3948,79.4625,43.12,42.67,1.64,50.18,58.0,0.8923,50.0,-31.0,-28.04,0.0,3.93,0,0.164,59,Warning,Generation Drop
EVT-0028511,2025-04-29 15:01:48.364281,East,SUB-012,TR-012006,23.2599,77.4126,39.79,48.36,1.76,49.95,48.0,0.9136,42.16,6.51,17.9,0.0,3.96,0,0.0193,25,Normal,Normal
EVT-0028512,2025-04-09 01:03:33.219480,Central,SUB-015,TR-015012,25.3948,79.4625,42.97,55.28,2.12,50.19,58.0,0.8921,50.0,-55.6,26.76,0.0,5.9,0,0.1604,59,Warning,Frequency Deviation
EVT-0028513,2025-06-25 03:42:43.416875,West,SUB-025,TR-025014,24.4781,73.3114,39.64,17.02,0.61,49.94,21.68,0.9105,39.24,-53.13,-0.54,0.0,3.24,0,0.0264,5,Normal,Normal
EVT-0028514,2025-04-25 10:39:55.671449,West,SUB-021,TR-021012,19.6776,72.7323,39.5,45.94,1.71,50.1,48.0,0.9408,43.23,-19.21,-25.63,0.0,10.64,0,0.0396,30,Low,Voltage Fluctuation
EVT-0028515,2025-06-26 23:34:43.757619,North-East,SUB-027,TR-027005,28.5355,76.2346,37.05,49.3,1.58,49.76,58.0,0.8644,50.0,-59.78,-19.69,0.0,5.15,0,0.1784,61,Warning,Frequency Deviation
EVT-0028516,2025-05-01 08:52:39.355718,North,SUB-004,TR-004016,25.2048,77.3948,43.59,72.13,2.64,49.72,80.54,0.84,56.0,80.68,7.25,0.0,12.85,0,0.3167,79,High Risk,Voltage Fluctuation
EVT-0028517,2025-06-22 23:08:42.548973,West,SUB-025,TR-025016,24.4781,73.3114,39.0,12.86,0.48,50.1,15.0,0.9569,37.84,13.88,25.7,0.0,4.26,0,0.06,7,Normal,Normal
EVT-0028518,2025-04-12 00:41:40.899137,South,SUB-026,TR-026020,17.3618,78.531,39.58,29.95,1.08,49.96,28.35,0.9124,39.5,47.53,-41.03,0.0,12.0,0,0.0256,10,Normal,Normal
EVT-0028519,2025-04-17 10:01:48.675936,North-East,SUB-027,TR-027014,28.5355,76.2346,36.87,78.19,2.0,49.78,81.55,0.6924,56.0,120.01,32.88,0.0,23.12,0,0.3439,77,High Risk,Power Factor Anomaly
EVT-0028520,2025-06-16 17:11:05.100126,South,SUB-010,TR-010019,12.9716,77.5946,36.53,85.7,2.3,50.31,85.0,0.735,63.0,44.1,34.0,0.0,6.64,0,0.4479,86,Critical,Overload
EVT-0028521,2025-06-23 16:19:52.781280,West,SUB-025,TR-025010,24.4781,73.3114,42.95,59.31,2.29,49.83,62.51,0.9,50.0,-22.99,-7.66,0.0,6.53,0,0.1532,60,Warning,Voltage Fluctuation
EVT-0028522,2025-05-08 06:10:18.061020,West,SUB-025,TR-025019,24.4781,73.3114,42.39,54.62,2.08,49.77,66.26,0.9,50.0,-36.49,49.24,0.0,8.98,0,0.1411,59,Warning,Unexpected Consumption
EVT-0028523,2025-05-11 23:44:20.453329,Central,SUB-028,TR-028002,20.2884,76.2009,36.28,74.78,2.12,50.43,85.0,0.78,63.0,-6.38,-10.02,0.0,21.85,0,0.4661,93,Critical,Overload
EVT-0028524,2025-06-23 11:19:21.757780,South,SUB-026,TR-026010,17.3618,78.531,42.75,73.83,2.63,50.16,84.0,0.8318,51.1,-6.07,-17.24,0.0,3.26,0,0.2808,78,High Risk,Overload
EVT-0028525,2025-05-01 07:00:08.313282,East,SUB-012,TR-012003,23.2599,77.4126,40.46,31.76,1.21,50.03,42.12,0.9392,40.46,68.81,12.74,0.0,12.0,0,0.024,21,Normal,Normal
EVT-0028526,2025-06-18 10:46:13.715741,Central,SUB-028,TR-028009,20.2884,76.2009,37.11,84.0,2.54,50.27,90.0,0.8141,56.0,-30.32,-32.63,0.0,4.95,0,0.3737,86,Critical,Frequency Deviation
EVT-0028527,2025-06-04 14:14:08.470440,North,SUB-004,TR-004012,25.2048,77.3948,41.0,44.43,1.72,49.92,48.0,0.9423,39.41,43.26,-30.66,0.0,7.37,0,0.0555,27,Normal,Normal
EVT-0028528,2025-05-21 09:05:51.508286,North,SUB-001,TR-001007,28.6139,77.209,39.36,45.18,1.66,49.92,48.0,0.9342,39.0,-19.67,30.08,0.0,3.14,0,0.0409,31,Low,Power Factor Anomaly
EVT-0028529,2025-04-28 22:21:29.064723,South,SUB-022,TR-022005,15.2993,74.124,37.36,54.44,1.79,50.2,58.0,0.8797,50.0,-44.17,-34.23,0.0,4.48,0,0.1531,56,Warning,Communication Failure
EVT-0028530,2025-04-21 08:29:12.391237,West,SUB-007,TR-007006,18.5204,73.8567,40.04,37.89,1.45,50.06,48.0,0.958,42.95,-53.66,-1.48,0.0,4.5,0,0.0141,26,Normal,Normal
EVT-0028531,2025-05-26 09:51:49.716489,South,SUB-009,TR-009020,17.385,78.4867,40.56,36.86,1.43,50.0,48.0,0.9563,42.32,68.19,-7.11,0.0,6.47,0,0.0228,25,Normal,Normal
EVT-0028532,2025-05-20 11:12:07.149905,Central,SUB-016,TR-016018,24.8688,76.6562,42.97,78.53,2.83,50.19,90.0,0.84,59.18,1.92,11.99,0.0,5.92,0,0.3778,81,High Risk,Overload
EVT-0028533,2025-04-26 10:48:15.923514,West,SUB-006,TR-006015,23.0225,72.5799,43.01,69.94,2.71,50.16,84.0,0.9,51.31,-26.13,0.29,0.0,7.89,0,0.2685,76,High Risk,Overload
EVT-0028534,2025-05-13 05:47:13.632094,Central,SUB-014,TR-014017,26.8206,80.2701,39.1,14.7,0.54,49.93,18.24,0.9377,39.33,129.46,-1.12,0.0,3.65,0,0.0499,8,Normal,Normal
EVT-0028535,2025-05-02 05:38:38.964569,North-East,SUB-017,TR-017005,28.296,76.592,41.0,6.21,0.24,50.07,15.0,0.9372,38.31,136.91,-16.02,0.0,2.91,0,0.0542,5,Normal,Normal
EVT-0028536,2025-05-16 18:23:28.385182,East,SUB-020,TR-020020,25.5941,82.472,40.26,34.76,1.33,49.96,39.6,0.9471,41.33,-50.4,-19.66,0.0,3.32,0,0.0191,22,Normal,Normal
EVT-0028537,2025-05-13 11:05:31.615181,West,SUB-021,TR-021018,19.6776,72.7323,43.77,81.84,2.61,50.27,90.0,0.7279,56.0,-69.36,-7.1,0.0,8.55,0,0.438,85,Critical,Overload
EVT-0028538,2025-06-25 16:19:41.099184,West,SUB-005,TR-005005,19.076,72.8777,42.78,74.4,2.74,49.83,84.0,0.8607,52.14,52.33,22.23,0.0,11.78,0,0.2741,71,High Risk,Overload
